 GRD LAT LON SQ1 SQ2     LAT      LON      BOX    %   TOPOG  VEG               
2995  34 128 129 129    83.75   320.98   77354   100    304   6                
2996  34 129 130 130    83.75   323.50   77354    97    243   6                
2997  34 130 131 131    83.75   326.01   77354    10      0   0                
2998  34 131 132 132    83.75   328.53   77354     0      0   0                
2999  34 132 133 133    83.75   331.05   77354     0      0   0                
3000  34 133 134 134    83.75   333.57   77354     0      0   0                
3001  34 134 135 135    83.75   336.08   77354     0      0   0                
3002  34 135 136 136    83.75   338.60   77354     0      0   0                
3003  34 136 137 137    83.75   341.12   77354     0      0   0                
3004  34 137 138 138    83.75   343.64   77354     0      0   0                
3005  34 138 139 139    83.75   346.15   77354     0      0   0                
3006  34 139 140 140    83.75   348.67   77354     0      0   0                
3007  34 140 141 141    83.75   351.19   77354     0      0   0                
3008  34 141 142 142    83.75   353.71   77354     0      0   0                
3009  34 142 143 143    83.75   356.22   77354     0      0   0                
3010  34 143 144 144    83.75   358.74   77354     0      0   0                
3011  35   1   1   1    86.25     1.25   77110     0      0   0                
3012  35   2   2   2    86.25     3.75   77110     0      0   0                
3013  35   3   3   3    86.25     6.25   77110     0      0   0                
3014  35   4   4   4    86.25     8.75   77110     2      0   0                
3015  35   5   5   5    86.25    11.25   77110    65     91   0                
3016  35   6   6   6    86.25    13.75   77110   100    426   4                
3017  35   7   7   7    86.25    16.25   77110   100    457   4                
3018  35   8   8   8    86.25    18.75   77110   100    365   1                
3019  35   9   9   9    86.25    21.25   77110   100    426   1                
3020  35  10  10  10    86.25    23.75   77110   100    548   1                
3021  35  11  11  11    86.25    26.25   77110   100    640   4                
3022  35  12  12  12    86.25    28.75   77110   100   1371   4                
3023  35  13  13  13    86.25    31.25   77110   100   1249   2                
3024  35  14  14  14    86.25    33.75   77110    99   1249   6                
3025  35  15  15  15    86.25    36.25   77110   100   1371   4                
3026  35  16  16  16    86.25    38.75   77110    94    487   6                
3027  35  17  17  17    86.25    41.25   77110     6      0   0                
3028  35  18  18  18    86.25    43.75   77110     0      0   0                
3029  35  19  19  19    86.25    46.25   77110     0      0   0                
3030  35  20  20  20    86.25    48.75   77110     0      0   0                
3031  35  21  21  21    86.25    51.25   77110     0      0   0                
3032  35  22  22  22    86.25    53.75   77110     0      0   0                
3033  35  23  23  23    86.25    56.25   77110     1      0   0                
3034  35  24  24  24    86.25    58.75   77110     0      0   0                
3035  35  25  25  25    86.25    61.25   77110     0      0   0                
3036  35  26  26  26    86.25    63.75   77110     0      0   0                
3037  35  27  27  27    86.25    66.25   77110     0      0   0                
3038  35  28  28  28    86.25    68.75   77110     0      0   0                
3039  35  29  29  29    86.25    71.25   77110     0      0   0                
3040  35  30  30  30    86.25    73.75   77110     0      0   0                
3041  35  31  31  31    86.25    76.25   77110     0      0   0                
3042  35  32  32  32    86.25    78.75   77110     0      0   0                
3043  35  33  33  33    86.25    81.25   77110     0      0   0                
3044  35  34  34  34    86.25    83.75   77110     0      0   0                
3045  35  35  35  35    86.25    86.25   77110     0      0   0                
3046  35  36  36  36    86.25    88.75   77110     0      0   0                
3047  35  37  37  37    86.25    91.25   77110     0      0   0                
3048  35  38  38  38    86.25    93.75   77110     0      0   0                
3049  35  39  39  39    86.25    96.25   77110     0      0   0                
3050  35  40  40  40    86.25    98.75   77110     0      0   0                
3051  35  41  41  41    86.25   101.25   77110    16     91   0                
3052  35  42  42  42    86.25   103.75   77110    90    213   1                
3053  35  43  43  43    86.25   106.25   77110    48      0   0                
3054  35  44  44  44    86.25   108.75   77110     8      0   0                
3055  35  45  45  45    86.25   111.25   77110    24      0   0                
3056  35  46  46  46    86.25   113.75   77110    40      0   0                
3057  35  47  47  47    86.25   116.25   77110    34     30   0                
3058  35  48  48  48    86.25   118.75   77110    28    213   0                
3059  35  49  49  49    86.25   121.25   77110    65    274   0                
3060  35  50  50  50    86.25   123.75   77110    12      0   0                
3061  35  51  51  51    86.25   126.25   77110    15     91   0                
3062  35  52  52  52    86.25   128.75   77110    22     60   0                
3063  35  53  53  53    86.25   131.25   77110    14     30   0                
3064  35  54  54  54    86.25   133.75   77110    56    152   1                
3065  35  55  55  55    86.25   136.25   77110    78    640   1                
3066  35  56  56  56    86.25   138.75   77110   100    914   1                
3067  35  57  57  57    86.25   141.25   77110    94    487   1                
3068  35  58  58  58    86.25   143.75   77110    60     91   1                
3069  35  59  59  59    86.25   146.25   77110     9      0   0                
3070  35  60  60  60    86.25   148.75   77110     0      0   0                
3071  35  61  61  61    86.25   151.25   77110    21     60   0                
3072  35  62  62  62    86.25   153.75   77110    10     30   0                
3073  35  63  63  63    86.25   156.25   77110     0      0   0                
3074  35  64  64  64    86.25   158.75   77110     0      0   0                
3075  35  65  65  65    86.25   161.25   77110     0      0   0                
3076  35  66  66  66    86.25   163.75   77110     0      0   0                
3077  35  67  67  67    86.25   166.25   77110     0      0   0                
3078  35  68  68  68    86.25   168.75   77110     0      0   0                
3079  35  69  69  69    86.25   171.25   77110     0      0   0                
3080  35  70  70  70    86.25   173.75   77110     0      0   0                
3081  35  71  71  71    86.25   176.25   77110     0      0   0                
3082  35  72  72  72    86.25   178.75   77110     0      0   0                
3083  35  73  73  73    86.25   181.25   77110     0      0   0                
3084  35  74  74  74    86.25   183.75   77110     0      0   0                
3085  35  75  75  75    86.25   186.25   77110     1      0   0                
3086  35  76  76  76    86.25   188.75   77110     2      0   0                
3087  35  77  77  77    86.25   191.25   77110     0      0   0                
3088  35  78  78  78    86.25   193.75   77110     0      0   0                
3089  35  79  79  79    86.25   196.25   77110     0      0   0                
3090  35  80  80  80    86.25   198.75   77110     0      0   0                
3091  35  81  81  81    86.25   201.25   77110     0      0   0                
3092  35  82  82  82    86.25   203.75   77110     0      0   0                
3093  35  83  83  83    86.25   206.25   77110     0      0   0                
3094  35  84  84  84    86.25   208.75   77110     0      0   0                
3095  35  85  85  85    86.25   211.25   77110     0      0   0                
3096  35  86  86  86    86.25   213.75   77110     0      0   0                
3097  35  87  87  87    86.25   216.25   77110     0      0   0                
3098  35  88  88  88    86.25   218.75   77110     0      0   0                
3099  35  89  89  89    86.25   221.25   77110     0      0   0                
3100  35  90  90  90    86.25   223.75   77110     0      0   0                
3101  35  91  91  91    86.25   226.25   77110     0      0   0                
3102  35  92  92  92    86.25   228.75   77110     0      0   0                
3103  35  93  93  93    86.25   231.25   77110     0      0   0                
3104  35  94  94  94    86.25   233.75   77110     0      0   0                
3105  35  95  95  95    86.25   236.25   77110     0      0   0                
3106  35  96  96  96    86.25   238.75   77110     0      0   0                
3107  35  97  97  97    86.25   241.25   77110     0      0   0                
3108  35  98  98  98    86.25   243.75   77110     0      0   0                
3109  35  99  99  99    86.25   246.25   77110     0      0   0                
3110  35 100 100 100    86.25   248.75   77110     0      0   0                
3111  35 101 101 101    86.25   251.25   77110     0      0   0                
3112  35 102 102 102    86.25   253.75   77110     0      0   0                
3113  35 103 103 103    86.25   256.25   77110     0      0   0                
3114  35 104 104 104    86.25   258.75   77110     0      0   0                
3115  35 105 105 105    86.25   261.25   77110     0      0   0                
3116  35 106 106 106    86.25   263.75   77110     0      0   0                
3117  35 107 107 107    86.25   266.25   77110     0      0   0                
3118  35 108 108 108    86.25   268.75   77110     0      0   0                
3119  35 109 109 109    86.25   271.25   77110     0      0   0                
3120  35 110 110 110    86.25   273.75   77110     0      0   0                
3121  35 111 111 111    86.25   276.25   77110     0      0   0                
3122  35 112 112 112    86.25   278.75   77110    29     91   0                
3123  35 113 113 113    86.25   281.25   77110    98   1402   1                
3124  35 114 114 114    86.25   283.75   77110   100    152   1                
3125  35 115 115 115    86.25   286.25   77110   100     91   1                
3126  35 116 116 116    86.25   288.75   77110   100     60   1                
3127  35 117 117 117    86.25   291.25   77110   100     60   1                
3128  35 118 118 118    86.25   293.75   77110   100     30   1                
3129  35 119 119 119    86.25   296.25   77110   100     30   1                
3130  35 120 120 120    86.25   298.75   77110   100     30   1                
3131  35 121 121 121    86.25   301.25   77110   100     30   1                
3132  35 122 122 122    86.25   303.75   77110   100     60   1                
3133  35 123 123 123    86.25   306.25   77110   100     91   1                
3134  35 124 124 124    86.25   308.75   77110   100     91   1                
3135  35 125 125 125    86.25   311.25   77110   100     91   1                
3136  35 126 126 126    86.25   313.75   77110   100     91   1                
3137  35 127 127 127    86.25   316.25   77110    98     30   4                
3138  35 128 128 128    86.25   318.75   77110    86    152   6                
3139  35 129 129 129    86.25   321.25   77110    56     60   0                
3140  35 130 130 130    86.25   323.75   77110     2      0   0                
3141  35 131 131 131    86.25   326.25   77110     0      0   0                
3142  35 132 132 132    86.25   328.75   77110     0      0   0                
3143  35 133 133 133    86.25   331.25   77110     0      0   0                
3144  35 134 134 134    86.25   333.75   77110     0      0   0                
3145  35 135 135 135    86.25   336.25   77110     0      0   0                
3146  35 136 136 136    86.25   338.75   77110     0      0   0                
3147  35 137 137 137    86.25   341.25   77110     0      0   0                
3148  35 138 138 138    86.25   343.75   77110     0      0   0                
3149  35 139 139 139    86.25   346.25   77110     0      0   0                
3150  35 140 140 140    86.25   348.75   77110     0      0   0                
3151  35 141 141 141    86.25   351.25   77110     0      0   0                
3152  35 142 142 142    86.25   353.75   77110     0      0   0                
3153  35 143 143 143    86.25   356.25   77110     0      0   0                
3154  35 144 144 144    86.25   358.75   77110     0      0   0                
3155  36   1   1   1    88.75     1.25   77257     0      0   0                
3156  36   2   2   2    88.75     3.75   77257     0      0   0                
3157  36   3   3   3    88.75     6.25   77257     0      0   0                
3158  36   4   4   4    88.75     8.75   77257    37      0   0                
3159  36   5   5   5    88.75    11.25   77257   100    243   1                
3160  36   6   6   6    88.75    13.75   77257   100    487   1                
3161  36   7   7   7    88.75    16.25   77257   100    335   1                
3162  36   8   8   8    88.75    18.75   77257   100    335   1                
3163  36   9   9   9    88.75    21.25   77257   100    365   1                
3164  36  10  10  10    88.75    23.75   77257   100    426   1                
3165  36  11  11  11    88.75    26.25   77257   100    640   1                
3166  36  12  12  12    88.75    28.75   77257   100   1432   1                
3167  36  13  13  13    88.75    31.25   77257    78   1280   4                
3168  36  14  14  14    88.75    33.75   77257    48   1249   0                
3169  36  15  15  15    88.75    36.25   77257   100   1767   4                
3170  36  16  16  16    88.75    38.75   77257   100    518   4                
3171  36  17  17  17    88.75    41.25   77257    75     30   4                
3172  36  18  18  18    88.75    43.75   77257     3      0   0                
3173  36  19  19  19    88.75    46.25   77257     0      0   0                
3174  36  20  20  20    88.75    48.75   77257     0      0   0                
3175  36  21  21  21    88.75    51.25   77257     0      0   0                
3176  36  22  22  22    88.75    53.75   77257     0      0   0                
3177  36  23  23  23    88.75    56.25   77257     0      0   0                
3178  36  24  24  24    88.75    58.75   77257     0      0   0                
3179  36  25  25  25    88.75    61.25   77257     0      0   0                
3180  36  26  26  26    88.75    63.75   77257     0      0   0                
3181  36  27  27  27    88.75    66.25   77257     0      0   0                
3182  36  28  28  28    88.75    68.75   77257     0      0   0                
3183  36  29  29  29    88.75    71.25   77257     0      0   0                
3184  36  30  30  30    88.75    73.75   77257     0      0   0                
3185  36  31  31  31    88.75    76.25   77257     0      0   0                
3186  36  32  32  32    88.75    78.75   77257     0      0   0                
3187  36  33  33  33    88.75    81.25   77257     0      0   0                
3188  36  34  34  34    88.75    83.75   77257     0      0   0                
3189  36  35  35  35    88.75    86.25   77257     0      0   0                
3190  36  36  36  36    88.75    88.75   77257     0      0   0                
3191  36  37  37  37    88.75    91.25   77257     0      0   0                
3192  36  38  38  38    88.75    93.75   77257     0      0   0                
3193  36  39  39  39    88.75    96.25   77257     0      0   0                
3194  36  40  40  40    88.75    98.75   77257     9      0   0                
3195  36  41  41  41    88.75   101.25   77257    78    304   1                
3196  36  42  42  42    88.75   103.75   77257    77      0   1                
3197  36  43  43  43    88.75   106.25   77257    14      0   0                
3198  36  44  44  44    88.75   108.75   77257    12      0   0                
3199  36  45  45  45    88.75   111.25   77257    99    121   1                
3200  36  46  46  46    88.75   113.75   77257   100    152   1                
3201  36  47  47  47    88.75   116.25   77257    81     60   1                
3202  36  48  48  48    88.75   118.75   77257    21    152   0                
3203  36  49  49  49    88.75   121.25   77257    54    457   0                
3204  36  50  50  50    88.75   123.75   77257    20     60   0                
3205  36  51  51  51    88.75   126.25   77257     9     30   0                
3206  36  52  52  52    88.75   128.75   77257    14     30   0                
3207  36  53  53  53    88.75   131.25   77257    42     91   0                
3208  36  54  54  54    88.75   133.75   77257    47    274   1                
3209  36  55  55  55    88.75   136.25   77257    23     30   0                
3210  36  56  56  56    88.75   138.75   77257    29      0   0                
3211  36  57  57  57    88.75   141.25   77257     3      0   0                
3212  36  58  58  58    88.75   143.75   77257     0      0   0                
3213  36  59  59  59    88.75   146.25   77257     3      0   0                
3214  36  60  60  60    88.75   148.75   77257     2      0   0                
3215  36  61  61  61    88.75   151.25   77257     1      0   0                
3216  36  62  62  62    88.75   153.75   77257     0      0   0                
3217  36  63  63  63    88.75   156.25   77257     0      0   0                
3218  36  64  64  64    88.75   158.75   77257     0      0   0                
3219  36  65  65  65    88.75   161.25   77257     0      0   0                
3220  36  66  66  66    88.75   163.75   77257     0      0   0                
3221  36  67  67  67    88.75   166.25   77257     0      0   0                
3222  36  68  68  68    88.75   168.75   77257     1      0   0                
3223  36  69  69  69    88.75   171.25   77257     0      0   0                
3224  36  70  70  70    88.75   173.75   77257     2      0   0                
3225  36  71  71  71    88.75   176.25   77257     0      0   0                
3226  36  72  72  72    88.75   178.75   77257     0      0   0                
3227  36  73  73  73    88.75   181.25   77257     0      0   0                
3228  36  74  74  74    88.75   183.75   77257     0      0   0                
3229  36  75  75  75    88.75   186.25   77257     0      0   0                
3230  36  76  76  76    88.75   188.75   77257     0      0   0                
3231  36  77  77  77    88.75   191.25   77257     0      0   0                
3232  36  78  78  78    88.75   193.75   77257     0      0   0                
3233  36  79  79  79    88.75   196.25   77257     0      0   0                
3234  36  80  80  80    88.75   198.75   77257     0      0   0                
3235  36  81  81  81    88.75   201.25   77257     0      0   0                
3236  36  82  82  82    88.75   203.75   77257     0      0   0                
3237  36  83  83  83    88.75   206.25   77257     0      0   0                
3238  36  84  84  84    88.75   208.75   77257     0      0   0                
3239  36  85  85  85    88.75   211.25   77257     0      0   0                
3240  36  86  86  86    88.75   213.75   77257     0      0   0                
3241  36  87  87  87    88.75   216.25   77257     0      0   0                
3242  36  88  88  88    88.75   218.75   77257     0      0   0                
3243  36  89  89  89    88.75   221.25   77257     0      0   0                
3244  36  90  90  90    88.75   223.75   77257     0      0   0                
3245  36  91  91  91    88.75   226.25   77257     0      0   0                
3246  36  92  92  92    88.75   228.75   77257     0      0   0                
3247  36  93  93  93    88.75   231.25   77257     0      0   0                
3248  36  94  94  94    88.75   233.75   77257     0      0   0                
3249  36  95  95  95    88.75   236.25   77257     0      0   0                
3250  36  96  96  96    88.75   238.75   77257     0      0   0                
3251  36  97  97  97    88.75   241.25   77257     0      0   0                
3252  36  98  98  98    88.75   243.75   77257     0      0   0                
3253  36  99  99  99    88.75   246.25   77257     0      0   0                
3254  36 100 100 100    88.75   248.75   77257     0      0   0                
3255  36 101 101 101    88.75   251.25   77257     0      0   0                
3256  36 102 102 102    88.75   253.75   77257     0      0   0                
3257  36 103 103 103    88.75   256.25   77257     0      0   0                
3258  36 104 104 104    88.75   258.75   77257     0      0   0                
3259  36 105 105 105    88.75   261.25   77257     0      0   0                
3260  36 106 106 106    88.75   263.75   77257     0      0   0                
3261  36 107 107 107    88.75   266.25   77257     0      0   0                
3262  36 108 108 108    88.75   268.75   77257    15     30   0                
3263  36 109 109 109    88.75   271.25   77257     2      0   0                
3264  36 110 110 110    88.75   273.75   77257     0      0   0                
3265  36 111 111 111    88.75   276.25   77257     0      0   0                
3266  36 112 112 112    88.75   278.75   77257    25     30   0                
3267  36 113 113 113    88.75   281.25   77257   100   1584   1                
3268  36 114 114 114    88.75   283.75   77257   100    213   1                
3269  36 115 115 115    88.75   286.25   77257   100     91   1                
3270  36 116 116 116    88.75   288.75   77257   100     91   1                
3271  36 117 117 117    88.75   291.25   77257   100     91   1                
3272  36 118 118 118    88.75   293.75   77257   100     30   1                
3273  36 119 119 119    88.75   296.25   77257   100     30   1                
3274  36 120 120 120    88.75   298.75   77257   100     60   1                
3275  36 121 121 121    88.75   301.25   77257   100     91   1                
3276  36 122 122 122    88.75   303.75   77257   100     91   1                
3277  36 123 123 123    88.75   306.25   77257   100    121   1                
3278  36 124 124 124    88.75   308.75   77257    94      0   1                
3279  36 125 125 125    88.75   311.25   77257    83      0   1                
3280  36 126 126 126    88.75   313.75   77257    60      0   1                
3281  36 127 127 127    88.75   316.25   77257    11      0   0                
3282  36 128 128 128    88.75   318.75   77257     0      0   0                
3283  36 129 129 129    88.75   321.25   77257     0      0   0                
3284  36 130 130 130    88.75   323.75   77257     0      0   0                
3285  36 131 131 131    88.75   326.25   77257     0      0   0                
3286  36 132 132 132    88.75   328.75   77257     0      0   0                
3287  36 133 133 133    88.75   331.25   77257     0      0   0                
3288  36 134 134 134    88.75   333.75   77257     0      0   0                
3289  36 135 135 135    88.75   336.25   77257     0      0   0                
3290  36 136 136 136    88.75   338.75   77257     0      0   0                
3291  36 137 137 137    88.75   341.25   77257     0      0   0                
3292  36 138 138 138    88.75   343.75   77257     0      0   0                
3293  36 139 139 139    88.75   346.25   77257     0      0   0                
3294  36 140 140 140    88.75   348.75   77257     0      0   0                
3295  36 141 141 141    88.75   351.25   77257     0      0   0                
3296  36 142 142 142    88.75   353.75   77257     0      0   0                
3297  36 143 143 143    88.75   356.25   77257     0      0   0                
3298  36 144 144 144    88.75   358.75   77257     0      0   0                
3299  37   1   1   1    91.25     1.25   77257     0      0   0                
3300  37   2   2   2    91.25     3.75   77257     0      0   0                
3301  37   3   3   3    91.25     6.25   77257     5      0   0                
3302  37   4   4   4    91.25     8.75   77257    26      0   0                
3303  37   5   5   5    91.25    11.25   77257   100    518   1                
3304  37   6   6   6    91.25    13.75   77257   100    518   1                
3305  37   7   7   7    91.25    16.25   77257   100    426   1                
3306  37   8   8   8    91.25    18.75   77257   100    365   1                
3307  37   9   9   9    91.25    21.25   77257   100    365   1                
3308  37  10  10  10    91.25    23.75   77257   100    396   1                
3309  37  11  11  11    91.25    26.25   77257   100    548   1                
3310  37  12  12  12    91.25    28.75   77257   100    975   1                
3311  37  13  13  13    91.25    31.25   77257    96   1127   4                
3312  37  14  14  14    91.25    33.75   77257    96   1249   4                
3313  37  15  15  15    91.25    36.25   77257   100   1371   4                
3314  37  16  16  16    91.25    38.75   77257   100    487   4                
3315  37  17  17  17    91.25    41.25   77257    99     91   2                
3316  37  18  18  18    91.25    43.75   77257    69     60   2                
3317  37  19  19  19    91.25    46.25   77257     9      0   0                
3318  37  20  20  20    91.25    48.75   77257     0      0   0                
3319  37  21  21  21    91.25    51.25   77257     0      0   0                
3320  37  22  22  22    91.25    53.75   77257     0      0   0                
3321  37  23  23  23    91.25    56.25   77257     0      0   0                
3322  37  24  24  24    91.25    58.75   77257     0      0   0                
3323  37  25  25  25    91.25    61.25   77257     0      0   0                
3324  37  26  26  26    91.25    63.75   77257     0      0   0                
3325  37  27  27  27    91.25    66.25   77257     0      0   0                
3326  37  28  28  28    91.25    68.75   77257     0      0   0                
3327  37  29  29  29    91.25    71.25   77257     0      0   0                
3328  37  30  30  30    91.25    73.75   77257     0      0   0                
3329  37  31  31  31    91.25    76.25   77257     0      0   0                
3330  37  32  32  32    91.25    78.75   77257     0      0   0                
3331  37  33  33  33    91.25    81.25   77257     0      0   0                
3332  37  34  34  34    91.25    83.75   77257     0      0   0                
3333  37  35  35  35    91.25    86.25   77257     0      0   0                
3334  37  36  36  36    91.25    88.75   77257     0      0   0                
3335  37  37  37  37    91.25    91.25   77257     0      0   0                
3336  37  38  38  38    91.25    93.75   77257     0      0   0                
3337  37  39  39  39    91.25    96.25   77257     3      0   0                
3338  37  40  40  40    91.25    98.75   77257    54    274   0                
3339  37  41  41  41    91.25   101.25   77257    88     60   1                
3340  37  42  42  42    91.25   103.75   77257    47     30   1                
3341  37  43  43  43    91.25   106.25   77257     2      0   0                
3342  37  44  44  44    91.25   108.75   77257    33     30   0                
3343  37  45  45  45    91.25   111.25   77257    86    152   1                
3344  37  46  46  46    91.25   113.75   77257   100    579   1                
3345  37  47  47  47    91.25   116.25   77257    98    518   1                
3346  37  48  48  48    91.25   118.75   77257    30     30   0                
3347  37  49  49  49    91.25   121.25   77257    32    182   0                
3348  37  50  50  50    91.25   123.75   77257    30    121   0                
3349  37  51  51  51    91.25   126.25   77257     5      0   0                
3350  37  52  52  52    91.25   128.75   77257    32     91   0                
3351  37  53  53  53    91.25   131.25   77257     0      0   0                
3352  37  54  54  54    91.25   133.75   77257     0      0   0                
3353  37  55  55  55    91.25   136.25   77257     0      0   0                
3354  37  56  56  56    91.25   138.75   77257     0      0   0                
3355  37  57  57  57    91.25   141.25   77257     0      0   0                
3356  37  58  58  58    91.25   143.75   77257     0      0   0                
3357  37  59  59  59    91.25   146.25   77257     0      0   0                
3358  37  60  60  60    91.25   148.75   77257     0      0   0                
3359  37  61  61  61    91.25   151.25   77257     0      0   0                
3360  37  62  62  62    91.25   153.75   77257     0      0   0                
3361  37  63  63  63    91.25   156.25   77257     0      0   0                
3362  37  64  64  64    91.25   158.75   77257     0      0   0                
3363  37  65  65  65    91.25   161.25   77257     0      0   0                
3364  37  66  66  66    91.25   163.75   77257     0      0   0                
3365  37  67  67  67    91.25   166.25   77257     0      0   0                
3366  37  68  68  68    91.25   168.75   77257     0      0   0                
3367  37  69  69  69    91.25   171.25   77257     0      0   0                
3368  37  70  70  70    91.25   173.75   77257     4      0   0                
3369  37  71  71  71    91.25   176.25   77257     0      0   0                
3370  37  72  72  72    91.25   178.75   77257     0      0   0                
3371  37  73  73  73    91.25   181.25   77257     0      0   0                
3372  37  74  74  74    91.25   183.75   77257     1      0   0                
3373  37  75  75  75    91.25   186.25   77257     0      0   0                
3374  37  76  76  76    91.25   188.75   77257     0      0   0                
3375  37  77  77  77    91.25   191.25   77257     0      0   0                
3376  37  78  78  78    91.25   193.75   77257     0      0   0                
3377  37  79  79  79    91.25   196.25   77257     0      0   0                
3378  37  80  80  80    91.25   198.75   77257     0      0   0                
3379  37  81  81  81    91.25   201.25   77257     0      0   0                
3380  37  82  82  82    91.25   203.75   77257     3      0   0                
3381  37  83  83  83    91.25   206.25   77257     0      0   0                
3382  37  84  84  84    91.25   208.75   77257     0      0   0                
3383  37  85  85  85    91.25   211.25   77257     0      0   0                
3384  37  86  86  86    91.25   213.75   77257     0      0   0                
3385  37  87  87  87    91.25   216.25   77257     0      0   0                
3386  37  88  88  88    91.25   218.75   77257     0      0   0                
3387  37  89  89  89    91.25   221.25   77257     0      0   0                
3388  37  90  90  90    91.25   223.75   77257     0      0   0                
3389  37  91  91  91    91.25   226.25   77257     0      0   0                
3390  37  92  92  92    91.25   228.75   77257     0      0   0                
3391  37  93  93  93    91.25   231.25   77257     0      0   0                
3392  37  94  94  94    91.25   233.75   77257     0      0   0                
3393  37  95  95  95    91.25   236.25   77257     0      0   0                
3394  37  96  96  96    91.25   238.75   77257     0      0   0                
3395  37  97  97  97    91.25   241.25   77257     0      0   0                
3396  37  98  98  98    91.25   243.75   77257     0      0   0                
3397  37  99  99  99    91.25   246.25   77257     0      0   0                
3398  37 100 100 100    91.25   248.75   77257     0      0   0                
3399  37 101 101 101    91.25   251.25   77257     0      0   0                
3400  37 102 102 102    91.25   253.75   77257     0      0   0                
3401  37 103 103 103    91.25   256.25   77257     0      0   0                
3402  37 104 104 104    91.25   258.75   77257     0      0   0                
3403  37 105 105 105    91.25   261.25   77257     0      0   0                
3404  37 106 106 106    91.25   263.75   77257     0      0   0                
3405  37 107 107 107    91.25   266.25   77257     0      0   0                
3406  37 108 108 108    91.25   268.75   77257     1      0   0                
3407  37 109 109 109    91.25   271.25   77257     0      0   0                
3408  37 110 110 110    91.25   273.75   77257     0      0   0                
3409  37 111 111 111    91.25   276.25   77257     0      0   0                
3410  37 112 112 112    91.25   278.75   77257     5      0   0                
3411  37 113 113 113    91.25   281.25   77257    73    701   1                
3412  37 114 114 114    91.25   283.75   77257   100   1127   1                
3413  37 115 115 115    91.25   286.25   77257   100    335   1                
3414  37 116 116 116    91.25   288.75   77257   100    243   1                
3415  37 117 117 117    91.25   291.25   77257   100    121   1                
3416  37 118 118 118    91.25   293.75   77257   100    335   1                
3417  37 119 119 119    91.25   296.25   77257   100    304   1                
3418  37 120 120 120    91.25   298.75   77257   100    152   1                
3419  37 121 121 121    91.25   301.25   77257   100    213   1                
3420  37 122 122 122    91.25   303.75   77257   100    243   1                
3421  37 123 123 123    91.25   306.25   77257   100    213   1                
3422  37 124 124 124    91.25   308.75   77257    88     60   4                
3423  37 125 125 125    91.25   311.25   77257     4      0   0                
3424  37 126 126 126    91.25   313.75   77257     0      0   0                
3425  37 127 127 127    91.25   316.25   77257     0      0   0                
3426  37 128 128 128    91.25   318.75   77257     0      0   0                
3427  37 129 129 129    91.25   321.25   77257     0      0   0                
3428  37 130 130 130    91.25   323.75   77257     0      0   0                
3429  37 131 131 131    91.25   326.25   77257     0      0   0                
3430  37 132 132 132    91.25   328.75   77257     0      0   0                
3431  37 133 133 133    91.25   331.25   77257     0      0   0                
3432  37 134 134 134    91.25   333.75   77257     0      0   0                
3433  37 135 135 135    91.25   336.25   77257     0      0   0                
3434  37 136 136 136    91.25   338.75   77257     0      0   0                
3435  37 137 137 137    91.25   341.25   77257     0      0   0                
3436  37 138 138 138    91.25   343.75   77257     0      0   0                
3437  37 139 139 139    91.25   346.25   77257     0      0   0                
3438  37 140 140 140    91.25   348.75   77257     0      0   0                
3439  37 141 141 141    91.25   351.25   77257     0      0   0                
3440  37 142 142 142    91.25   353.75   77257     0      0   0                
3441  37 143 143 143    91.25   356.25   77257     0      0   0                
3442  37 144 144 144    91.25   358.75   77257     0      0   0                
3443  38   1   1   1    93.75     1.25   77110     0      0   0                
3444  38   2   2   2    93.75     3.75   77110     0      0   0                
3445  38   3   3   3    93.75     6.25   77110    22      0   0                
3446  38   4   4   4    93.75     8.75   77110    47     91   0                
3447  38   5   5   5    93.75    11.25   77110   100    548   3                
3448  38   6   6   6    93.75    13.75   77110   100    640   3                
3449  38   7   7   7    93.75    16.25   77110   100    548   4                
3450  38   8   8   8    93.75    18.75   77110   100    457   1                
3451  38   9   9   9    93.75    21.25   77110   100    518   1                
3452  38  10  10  10    93.75    23.75   77110   100    548   1                
3453  38  11  11  11    93.75    26.25   77110   100    731   1                
3454  38  12  12  12    93.75    28.75   77110   100    792   4                
3455  38  13  13  13    93.75    31.25   77110   100    914   4                
3456  38  14  14  14    93.75    33.75   77110   100   1036   4                
3457  38  15  15  15    93.75    36.25   77110    98    670   4                
3458  38  16  16  16    93.75    38.75   77110   100   1005   4                
3459  38  17  17  17    93.75    41.25   77110   100    518   6                
3460  38  18  18  18    93.75    43.75   77110    99    335   2                
3461  38  19  19  19    93.75    46.25   77110    83    121   4                
3462  38  20  20  20    93.75    48.75   77110     8      0   0                
3463  38  21  21  21    93.75    51.25   77110     0      0   0                
3464  38  22  22  22    93.75    53.75   77110     0      0   0                
3465  38  23  23  23    93.75    56.25   77110     0      0   0                
3466  38  24  24  24    93.75    58.75   77110     0      0   0                
3467  38  25  25  25    93.75    61.25   77110     0      0   0                
3468  38  26  26  26    93.75    63.75   77110     0      0   0                
3469  38  27  27  27    93.75    66.25   77110     0      0   0                
3470  38  28  28  28    93.75    68.75   77110     0      0   0                
3471  38  29  29  29    93.75    71.25   77110     0      0   0                
3472  38  30  30  30    93.75    73.75   77110     0      0   0                
3473  38  31  31  31    93.75    76.25   77110     0      0   0                
3474  38  32  32  32    93.75    78.75   77110     0      0   0                
